// Setup
SequentiallyOrderedLists = True
SequentiallyOrderedSentences = True
SequentiallyOrderedWords = True
SequentiallyOrderedPhonemes = True
PresetLevel = ListCollection

// Components
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent

ListCollection	Swedish Spondees 23		Swedish Spondees 23	False
Sentence	L07S09	L07	Sentence09	False
Word	L07S09W00	L07S09	Snabbmat	False
Phoneme	L07S09W00P00	L07S09W00	s	False
Phoneme	L07S09W00P01	L07S09W00	n	False
Phoneme	L07S09W00P02	L07S09W00	a	False
Phoneme	L07S09W00P03	L07S09W00	bː	False
Phoneme	L07S09W00P04	L07S09W00	m	False
Phoneme	L07S09W00P05	L07S09W00	ɑː	False
Phoneme	L07S09W00P06	L07S09W00	t	False
Sentence	L07S10	L07	Sentence10	False
Word	L07S10W00	L07S10	Målvakt	False
Phoneme	L07S10W00P00	L07S10W00	m	False
Phoneme	L07S10W00P01	L07S10W00	oː	False
Phoneme	L07S10W00P02	L07S10W00	l	False
Phoneme	L07S10W00P03	L07S10W00	v	False
Phoneme	L07S10W00P04	L07S10W00	a	False
Phoneme	L07S10W00P05	L07S10W00	kː	False
Phoneme	L07S10W00P06	L07S10W00	t	False
Sentence	L07S11	L07	Sentence11	False
Word	L07S11W00	L07S11	Uppgav	False
Phoneme	L07S11W00P00	L07S11W00	ɵ	False
Phoneme	L07S11W00P01	L07S11W00	pː	False
Phoneme	L07S11W00P02	L07S11W00	ɡ	False
Phoneme	L07S11W00P03	L07S11W00	ɑː	False
Phoneme	L07S11W00P04	L07S11W00	v	False
Sentence	L07S12	L07	Sentence12	False
Word	L07S12W00	L07S12	Trygghet	False
Phoneme	L07S12W00P00	L07S12W00	t	False
Phoneme	L07S12W00P01	L07S12W00	r	False
Phoneme	L07S12W00P02	L07S12W00	ʏ	False
Phoneme	L07S12W00P03	L07S12W00	ɡː	False
Phoneme	L07S12W00P04	L07S12W00	h	False
Phoneme	L07S12W00P05	L07S12W00	eː	False
Phoneme	L07S12W00P06	L07S12W00	t	False
Sentence	L07S13	L07	Sentence13	False
Word	L07S13W00	L07S13	Inslag	False
Phoneme	L07S13W00P00	L07S13W00	ɪ	False
Phoneme	L07S13W00P01	L07S13W00	nː	False
Phoneme	L07S13W00P02	L07S13W00	s	False
Phoneme	L07S13W00P03	L07S13W00	l	False
Phoneme	L07S13W00P04	L07S13W00	ɑː	False
Phoneme	L07S13W00P05	L07S13W00	ɡ	False
Sentence	L07S14	L07	Sentence14	False
Word	L07S14W00	L07S14	Leksak	False
Phoneme	L07S14W00P00	L07S14W00	l	False
Phoneme	L07S14W00P01	L07S14W00	eː	False
Phoneme	L07S14W00P02	L07S14W00	k	False
Phoneme	L07S14W00P03	L07S14W00	s	False
Phoneme	L07S14W00P04	L07S14W00	ɑː	False
Phoneme	L07S14W00P05	L07S14W00	k	False
Sentence	L07S15	L07	Sentence15	False
Word	L07S15W00	L07S15	Pålägg	False
Phoneme	L07S15W00P00	L07S15W00	p	False
Phoneme	L07S15W00P01	L07S15W00	oː	False
Phoneme	L07S15W00P02	L07S15W00	l	False
Phoneme	L07S15W00P03	L07S15W00	ɛ̝	False
Phoneme	L07S15W00P04	L07S15W00	ɡː	False
Sentence	L07S16	L07	Sentence16	False
Word	L07S16W00	L07S16	Bostad	False
Phoneme	L07S16W00P00	L07S16W00	b	False
Phoneme	L07S16W00P01	L07S16W00	uː	False
Phoneme	L07S16W00P02	L07S16W00	s	False
Phoneme	L07S16W00P03	L07S16W00	t	False
Phoneme	L07S16W00P04	L07S16W00	ɑː	False
Phoneme	L07S16W00P05	L07S16W00	d	False
Sentence	L07S17	L07	Sentence17	False
Word	L07S17W00	L07S17	Radhus	False
Phoneme	L07S17W00P00	L07S17W00	r	False
Phoneme	L07S17W00P01	L07S17W00	ɑː	False
Phoneme	L07S17W00P02	L07S17W00	d	False
Phoneme	L07S17W00P03	L07S17W00	h	False
Phoneme	L07S17W00P04	L07S17W00	ʉː	False
Phoneme	L07S17W00P05	L07S17W00	s	False
Sentence	L07S18	L07	Sentence18	False
Word	L07S18W00	L07S18	Ungdom	False
Phoneme	L07S18W00P00	L07S18W00	ɵ	False
Phoneme	L07S18W00P01	L07S18W00	ŋː	False
Phoneme	L07S18W00P02	L07S18W00	d	False
Phoneme	L07S18W00P03	L07S18W00	ʊ	False
Phoneme	L07S18W00P04	L07S18W00	mː	False
Sentence	L07S19	L07	Sentence19	False
Word	L07S19W00	L07S19	Insats	False
Phoneme	L07S19W00P00	L07S19W00	ɪ	False
Phoneme	L07S19W00P01	L07S19W00	nː	False
Phoneme	L07S19W00P02	L07S19W00	s	False
Phoneme	L07S19W00P03	L07S19W00	a	False
Phoneme	L07S19W00P04	L07S19W00	tː	False
Phoneme	L07S19W00P05	L07S19W00	s	False
Sentence	L07S20	L07	Sentence20	False
Word	L07S20W00	L07S20	Nätverk	False
Phoneme	L07S20W00P00	L07S20W00	n	False
Phoneme	L07S20W00P01	L07S20W00	ɛː	False
Phoneme	L07S20W00P02	L07S20W00	t	False
Phoneme	L07S20W00P03	L07S20W00	v	False
Phoneme	L07S20W00P04	L07S20W00	ɛ̝	False
Phoneme	L07S20W00P05	L07S20W00	rː	False
Phoneme	L07S20W00P06	L07S20W00	k	False
Sentence	L07S21	L07	Sentence21	False
Word	L07S21W00	L07S21	Bröstkorg	False
Phoneme	L07S21W00P00	L07S21W00	b	False
Phoneme	L07S21W00P01	L07S21W00	r	False
Phoneme	L07S21W00P02	L07S21W00	ø̞	False
Phoneme	L07S21W00P03	L07S21W00	sː	False
Phoneme	L07S21W00P04	L07S21W00	t	False
Phoneme	L07S21W00P05	L07S21W00	k	False
Phoneme	L07S21W00P06	L07S21W00	ɔ	False
Phoneme	L07S21W00P07	L07S21W00	rː	False
Phoneme	L07S21W00P08	L07S21W00	ʝ	False
Sentence	L07S22	L07	Sentence22	False
Word	L07S22W00	L07S22	Måltid	False
Phoneme	L07S22W00P00	L07S22W00	m	False
Phoneme	L07S22W00P01	L07S22W00	oː	False
Phoneme	L07S22W00P02	L07S22W00	l	False
Phoneme	L07S22W00P03	L07S22W00	t	False
Phoneme	L07S22W00P04	L07S22W00	iː	False
Phoneme	L07S22W00P05	L07S22W00	d	False
Sentence	L07S23	L07	Sentence23	False
Word	L07S23W00	L07S23	Gudfar	False
Phoneme	L07S23W00P00	L07S23W00	ɡ	False
Phoneme	L07S23W00P01	L07S23W00	ʉː	False
Phoneme	L07S23W00P02	L07S23W00	d	False
Phoneme	L07S23W00P03	L07S23W00	f	False
Phoneme	L07S23W00P04	L07S23W00	ɑː	False
Phoneme	L07S23W00P05	L07S23W00	r	False
Sentence	L07S24	L07	Sentence24	False
Word	L07S24W00	L07S24	Otur	False
Phoneme	L07S24W00P00	L07S24W00	uː	False
Phoneme	L07S24W00P01	L07S24W00	t	False
Phoneme	L07S24W00P02	L07S24W00	ʉː	False
Phoneme	L07S24W00P03	L07S24W00	r	False
