Id	Transcription
L01S84W00P02	ɑː
L01S84W00P03	n
L01S85W00P00	k
L01S85W00P01	r
L01S85W00P02	ɑː
L01S85W00P03	s
L01S86W00P00	k
L01S86W00P01	r
L01S86W00P02	a
L01S86W00P03	ʂː
L01S87W00P00	k
L01S87W00P01	r
L01S87W00P02	a
L01S87W00P03	sː
L01S88W00P00	k
L01S88W00P01	r
L01S88W00P02	ɑː
L01S88W00P03	v
L01S89W00P00	k
L01S89W00P01	r
L01S89W00P02	ɔ
L01S89W00P03	kː
L01S90W00P00	k
L01S90W00P01	r
L01S90W00P02	yː
L01S91W00P00	k
L01S91W00P01	r
L01S91W00P02	ʏ
L01S91W00P03	sː
L01S92W00P00	k
L01S92W00P01	r
L01S92W00P02	ɛː
L01S92W00P03	k
L01S93W00P00	k
L01S93W00P01	r
L01S93W00P02	øː
L01S93W00P03	k
L01S94W00P00	k
L01S94W00P01	r
L01S94W00P02	øː
L01S94W00P03	k
L01S94W00P04	t
L01S95W00P00	k
L01S95W00P01	ɵ
L01S95W00P02	bː
L01S96W00P00	k
L01S96W00P01	ɵ
L01S96W00P02	lː
L01S97W00P00	k
L01S97W00P01	ɵ
L01S97W00P02	lː
L01S97W00P03	t
L01S98W00P00	k
L01S98W00P01	ɵ
L01S98W00P02	nː
L01S98W00P03	d
L01S99W00P00	k
L01S99W00P01	ʉː
L01S99W00P02	r
L01S100W00P00	k
L01S100W00P01	ɵ
L01S100W00P02	sː
L01S100W00P03	t
L01S101W00P00	k
L01S101W00P01	v
L01S101W00P02	ɑː
L01S101W00P03	l
L01S102W00P00	k
L01S102W00P01	v
L01S102W00P02	a
L01S102W00P03	rː
L01S102W00P04	ʝ
