// Setup
SequentiallyOrderedLists = True
SequentiallyOrderedSentences = True
SequentiallyOrderedWords = True
SequentiallyOrderedPhonemes = True
PresetLevel = ListCollection

// Components
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent

ListCollection	SwedishPB23		SwedishPB23	False
Phoneme	L01S98W00P02	L01S98W00	nː	False
Phoneme	L01S98W00P03	L01S98W00	d	False
Sentence	L01S99	L01	Sentence99	False
Word	L01S99W00	L01S99	kur	False
Phoneme	L01S99W00P00	L01S99W00	k	False
Phoneme	L01S99W00P01	L01S99W00	ʉː	False
Phoneme	L01S99W00P02	L01S99W00	r	False
Sentence	L01S100	L01	Sentence100	False
Word	L01S100W00	L01S100	kust	False
Phoneme	L01S100W00P00	L01S100W00	k	False
Phoneme	L01S100W00P01	L01S100W00	ɵ	False
Phoneme	L01S100W00P02	L01S100W00	sː	False
Phoneme	L01S100W00P03	L01S100W00	t	False
Sentence	L01S101	L01	Sentence101	False
Word	L01S101W00	L01S101	kval	False
Phoneme	L01S101W00P00	L01S101W00	k	False
Phoneme	L01S101W00P01	L01S101W00	v	False
Phoneme	L01S101W00P02	L01S101W00	ɑː	False
Phoneme	L01S101W00P03	L01S101W00	l	False
Sentence	L01S102	L01	Sentence102	False
Word	L01S102W00	L01S102	kvarg	False
Phoneme	L01S102W00P00	L01S102W00	k	False
Phoneme	L01S102W00P01	L01S102W00	v	False
Phoneme	L01S102W00P02	L01S102W00	a	False
Phoneme	L01S102W00P03	L01S102W00	rː	False
Phoneme	L01S102W00P04	L01S102W00	ʝ	False
Sentence	L01S103	L01	Sentence103	False
Word	L01S103W00	L01S103	kvarn	False
Phoneme	L01S103W00P00	L01S103W00	k	False
Phoneme	L01S103W00P01	L01S103W00	v	False
Phoneme	L01S103W00P02	L01S103W00	ɑː	False
Phoneme	L01S103W00P03	L01S103W00	ɳ	False
Sentence	L01S104	L01	Sentence104	False
Word	L01S104W00	L01S104	kvart	False
Phoneme	L01S104W00P00	L01S104W00	k	False
Phoneme	L01S104W00P01	L01S104W00	v	False
Phoneme	L01S104W00P02	L01S104W00	a	False
Phoneme	L01S104W00P03	L01S104W00	ʈː	False
Sentence	L01S105	L01	Sentence105	False
Word	L01S105W00	L01S105	kvast	False
Phoneme	L01S105W00P00	L01S105W00	k	False
Phoneme	L01S105W00P01	L01S105W00	v	False
Phoneme	L01S105W00P02	L01S105W00	a	False
Phoneme	L01S105W00P03	L01S105W00	sː	False
Phoneme	L01S105W00P04	L01S105W00	t	False
Sentence	L01S106	L01	Sentence106	False
Word	L01S106W00	L01S106	kvav	False
Phoneme	L01S106W00P00	L01S106W00	k	False
Phoneme	L01S106W00P01	L01S106W00	v	False
Phoneme	L01S106W00P02	L01S106W00	ɑː	False
Phoneme	L01S106W00P03	L01S106W00	v	False
Sentence	L01S107	L01	Sentence107	False
Word	L01S107W00	L01S107	kvitt	False
Phoneme	L01S107W00P00	L01S107W00	k	False
Phoneme	L01S107W00P01	L01S107W00	v	False
Phoneme	L01S107W00P02	L01S107W00	ɪ	False
Phoneme	L01S107W00P03	L01S107W00	tː	False
Sentence	L01S108	L01	Sentence108	False
Word	L01S108W00	L01S108	kvot	False
Phoneme	L01S108W00P00	L01S108W00	k	False
Phoneme	L01S108W00P01	L01S108W00	v	False
Phoneme	L01S108W00P02	L01S108W00	uː	False
Phoneme	L01S108W00P03	L01S108W00	t	False
Sentence	L01S109	L01	Sentence109	False
Word	L01S109W00	L01S109	kyl	False
Phoneme	L01S109W00P00	L01S109W00	ɕ	False
Phoneme	L01S109W00P01	L01S109W00	yː	False
Phoneme	L01S109W00P02	L01S109W00	l	False
Sentence	L01S110	L01	Sentence110	False
Word	L01S110W00	L01S110	kåk	False
Phoneme	L01S110W00P00	L01S110W00	k	False
Phoneme	L01S110W00P01	L01S110W00	oː	False
Phoneme	L01S110W00P02	L01S110W00	k	False
Sentence	L01S111	L01	Sentence111	False
Word	L01S111W00	L01S111	kår	False
Phoneme	L01S111W00P00	L01S111W00	k	False
Phoneme	L01S111W00P01	L01S111W00	oː	False
Phoneme	L01S111W00P02	L01S111W00	r	False
Sentence	L01S112	L01	Sentence112	False
Word	L01S112W00	L01S112	käft	False
Phoneme	L01S112W00P00	L01S112W00	ɕ	False
Phoneme	L01S112W00P01	L01S112W00	ɛ̝	False
Phoneme	L01S112W00P02	L01S112W00	fː	False
Phoneme	L01S112W00P03	L01S112W00	t	False
Sentence	L01S113	L01	Sentence113	False
Word	L01S113W00	L01S113	känd	False
Phoneme	L01S113W00P00	L01S113W00	ɕ	False
Phoneme	L01S113W00P01	L01S113W00	ɛ̝	False
Phoneme	L01S113W00P02	L01S113W00	nː	False
Phoneme	L01S113W00P03	L01S113W00	d	False
Sentence	L01S114	L01	Sentence114	False
Word	L01S114W00	L01S114	käpp	False
Phoneme	L01S114W00P00	L01S114W00	ɕ	False
Phoneme	L01S114W00P01	L01S114W00	ɛ̝	False
Phoneme	L01S114W00P02	L01S114W00	pː	False
Sentence	L01S115	L01	Sentence115	False
Word	L01S115W00	L01S115	kärl	False
Phoneme	L01S115W00P00	L01S115W00	ɕ	False
Phoneme	L01S115W00P01	L01S115W00	ɛː	False
Phoneme	L01S115W00P02	L01S115W00	ɭ	False
Sentence	L01S116	L01	Sentence116	False
Word	L01S116W00	L01S116	kö	False
Phoneme	L01S116W00P00	L01S116W00	k	False
Phoneme	L01S116W00P01	L01S116W00	øː	False
Sentence	L01S117	L01	Sentence117	False
Word	L01S117W00	L01S117	kök	False
Phoneme	L01S117W00P00	L01S117W00	ɕ	False
Phoneme	L01S117W00P01	L01S117W00	øː	False
Phoneme	L01S117W00P02	L01S117W00	k	False
Sentence	L01S118	L01	Sentence118	False
Word	L01S118W00	L01S118	köld	False
Phoneme	L01S118W00P00	L01S118W00	ɕ	False
Phoneme	L01S118W00P01	L01S118W00	ø̞	False
Phoneme	L01S118W00P02	L01S118W00	lː	False
Phoneme	L01S118W00P03	L01S118W00	d	False
Sentence	L01S119	L01	Sentence119	False
Word	L01S119W00	L01S119	körd	False
Phoneme	L01S119W00P00	L01S119W00	ɕ	False
Phoneme	L01S119W00P01	L01S119W00	øː	False
Phoneme	L01S119W00P02	L01S119W00	ɖ	False
Sentence	L01S120	L01	Sentence120	False
Word	L01S120W00	L01S120	kött	False
Phoneme	L01S120W00P00	L01S120W00	ɕ	False
Phoneme	L01S120W00P01	L01S120W00	ø̞	False
Phoneme	L01S120W00P02	L01S120W00	tː	False
Sentence	L01S121	L01	Sentence121	False
Word	L01S121W00	L01S121	lack	False
Phoneme	L01S121W00P00	L01S121W00	l	False
Phoneme	L01S121W00P01	L01S121W00	a	False
Phoneme	L01S121W00P02	L01S121W00	kː	False
Sentence	L01S122	L01	Sentence122	False
Word	L01S122W00	L01S122	lapp	False
Phoneme	L01S122W00P00	L01S122W00	l	False
Phoneme	L01S122W00P01	L01S122W00	a	False
Phoneme	L01S122W00P02	L01S122W00	pː	False
Sentence	L01S123	L01	Sentence123	False
Word	L01S123W00	L01S123	larm	False
Phoneme	L01S123W00P00	L01S123W00	l	False
Phoneme	L01S123W00P01	L01S123W00	a	False
Phoneme	L01S123W00P02	L01S123W00	rː	False
Phoneme	L01S123W00P03	L01S123W00	m	False
Sentence	L01S124	L01	Sentence124	False
Word	L01S124W00	L01S124	larv	False
Phoneme	L01S124W00P00	L01S124W00	l	False
Phoneme	L01S124W00P01	L01S124W00	a	False
Phoneme	L01S124W00P02	L01S124W00	rː	False
Phoneme	L01S124W00P03	L01S124W00	v	False
Sentence	L01S125	L01	Sentence125	False
Word	L01S125W00	L01S125	lat	False
Phoneme	L01S125W00P00	L01S125W00	l	False
Phoneme	L01S125W00P01	L01S125W00	ɑː	False
Phoneme	L01S125W00P02	L01S125W00	t	False
Sentence	L01S126	L01	Sentence126	False
Word	L01S126W00	L01S126	lav	False
Phoneme	L01S126W00P00	L01S126W00	l	False
Phoneme	L01S126W00P01	L01S126W00	ɑː	False
Phoneme	L01S126W00P02	L01S126W00	v	False
Sentence	L01S127	L01	Sentence127	False
Word	L01S127W00	L01S127	led	False
Phoneme	L01S127W00P00	L01S127W00	l	False
Phoneme	L01S127W00P01	L01S127W00	eː	False
Phoneme	L01S127W00P02	L01S127W00	d	False
Sentence	L01S128	L01	Sentence128	False
Word	L01S128W00	L01S128	lekt	False
Phoneme	L01S128W00P00	L01S128W00	l	False
Phoneme	L01S128W00P01	L01S128W00	eː	False
Phoneme	L01S128W00P02	L01S128W00	k	False
Phoneme	L01S128W00P03	L01S128W00	t	False
Sentence	L01S129	L01	Sentence129	False
Word	L01S129W00	L01S129	len	False
Phoneme	L01S129W00P00	L01S129W00	l	False
Phoneme	L01S129W00P01	L01S129W00	eː	False
Phoneme	L01S129W00P02	L01S129W00	n	False
Sentence	L01S130	L01	Sentence130	False
Word	L01S130W00	L01S130	ljud	False
Phoneme	L01S130W00P00	L01S130W00	ʝ	False
Phoneme	L01S130W00P01	L01S130W00	ʉː	False
Phoneme	L01S130W00P02	L01S130W00	d	False
Sentence	L01S131	L01	Sentence131	False
Word	L01S131W00	L01S131	ljuv	False
Phoneme	L01S131W00P00	L01S131W00	ʝ	False
Phoneme	L01S131W00P01	L01S131W00	ʉː	False
Phoneme	L01S131W00P02	L01S131W00	v	False
Sentence	L01S132	L01	Sentence132	False
Word	L01S132W00	L01S132	logg	False
Phoneme	L01S132W00P00	L01S132W00	l	False
Phoneme	L01S132W00P01	L01S132W00	ɔ	False
Phoneme	L01S132W00P02	L01S132W00	ɡː	False
Sentence	L01S133	L01	Sentence133	False
Word	L01S133W00	L01S133	lopp	False
Phoneme	L01S133W00P00	L01S133W00	l	False
Phoneme	L01S133W00P01	L01S133W00	ɔ	False
Phoneme	L01S133W00P02	L01S133W00	pː	False
Sentence	L01S134	L01	Sentence134	False
Word	L01S134W00	L01S134	loss	False
Phoneme	L01S134W00P00	L01S134W00	l	False
Phoneme	L01S134W00P01	L01S134W00	ɔ	False
Phoneme	L01S134W00P02	L01S134W00	sː	False
Sentence	L01S135	L01	Sentence135	False
Word	L01S135W00	L01S135	lott	False
Phoneme	L01S135W00P00	L01S135W00	l	False
Phoneme	L01S135W00P01	L01S135W00	ɔ	False
Phoneme	L01S135W00P02	L01S135W00	tː	False
Sentence	L01S136	L01	Sentence136	False
Word	L01S136W00	L01S136	ludd	False
Phoneme	L01S136W00P00	L01S136W00	l	False
Phoneme	L01S136W00P01	L01S136W00	ɵ	False
Phoneme	L01S136W00P02	L01S136W00	dː	False
Sentence	L01S137	L01	Sentence137	False
Word	L01S137W00	L01S137	luft	False
Phoneme	L01S137W00P00	L01S137W00	l	False
Phoneme	L01S137W00P01	L01S137W00	ɵ	False
Phoneme	L01S137W00P02	L01S137W00	fː	False
Phoneme	L01S137W00P03	L01S137W00	t	False
Sentence	L01S138	L01	Sentence138	False
Word	L01S138W00	L01S138	lugg	False
Phoneme	L01S138W00P00	L01S138W00	l	False
Phoneme	L01S138W00P01	L01S138W00	ɵ	False
Phoneme	L01S138W00P02	L01S138W00	ɡː	False
Sentence	L01S139	L01	Sentence139	False
Word	L01S139W00	L01S139	lukt	False
Phoneme	L01S139W00P00	L01S139W00	l	False
Phoneme	L01S139W00P01	L01S139W00	ɵ	False
Phoneme	L01S139W00P02	L01S139W00	kː	False
Phoneme	L01S139W00P03	L01S139W00	t	False
Sentence	L01S140	L01	Sentence140	False
Word	L01S140W00	L01S140	lupp	False
Phoneme	L01S140W00P00	L01S140W00	l	False
Phoneme	L01S140W00P01	L01S140W00	ɵ	False
Phoneme	L01S140W00P02	L01S140W00	pː	False
Sentence	L01S141	L01	Sentence141	False
Word	L01S141W00	L01S141	lus	False
Phoneme	L01S141W00P00	L01S141W00	l	False
Phoneme	L01S141W00P01	L01S141W00	ʉː	False
Phoneme	L01S141W00P02	L01S141W00	s	False
Sentence	L01S142	L01	Sentence142	False
Word	L01S142W00	L01S142	lån	False
Phoneme	L01S142W00P00	L01S142W00	l	False
Phoneme	L01S142W00P01	L01S142W00	oː	False
Phoneme	L01S142W00P02	L01S142W00	n	False
Sentence	L01S143	L01	Sentence143	False
Word	L01S143W00	L01S143	lår	False
Phoneme	L01S143W00P00	L01S143W00	l	False
Phoneme	L01S143W00P01	L01S143W00	oː	False
Phoneme	L01S143W00P02	L01S143W00	r	False
Sentence	L01S144	L01	Sentence144	False
Word	L01S144W00	L01S144	lä	False
Phoneme	L01S144W00P00	L01S144W00	l	False
Phoneme	L01S144W00P01	L01S144W00	ɛː	False
Sentence	L01S145	L01	Sentence145	False
Word	L01S145W00	L01S145	län	False
Phoneme	L01S145W00P00	L01S145W00	l	False
Phoneme	L01S145W00P01	L01S145W00	ɛː	False
Phoneme	L01S145W00P02	L01S145W00	n	False
Sentence	L01S146	L01	Sentence146	False
Word	L01S146W00	L01S146	längs	False
Phoneme	L01S146W00P00	L01S146W00	l	False
Phoneme	L01S146W00P01	L01S146W00	ɛ̝	False
Phoneme	L01S146W00P02	L01S146W00	ŋː	False
Phoneme	L01S146W00P03	L01S146W00	s	False
Sentence	L01S147	L01	Sentence147	False
Word	L01S147W00	L01S147	längst	False
Phoneme	L01S147W00P00	L01S147W00	l	False
Phoneme	L01S147W00P01	L01S147W00	ɛ̝	False
Phoneme	L01S147W00P02	L01S147W00	ŋː	False
Phoneme	L01S147W00P03	L01S147W00	s	False
Phoneme	L01S147W00P04	L01S147W00	t	False
Sentence	L01S148	L01	Sentence148	False
Word	L01S148W00	L01S148	lärd	False
Phoneme	L01S148W00P00	L01S148W00	l	False
Phoneme	L01S148W00P01	L01S148W00	ɛː	False
Phoneme	L01S148W00P02	L01S148W00	ɖ	False
Sentence	L01S149	L01	Sentence149	False
Word	L01S149W00	L01S149	läsk	False
Phoneme	L01S149W00P00	L01S149W00	l	False
Phoneme	L01S149W00P01	L01S149W00	ɛ̝	False
Phoneme	L01S149W00P02	L01S149W00	sː	False
Phoneme	L01S149W00P03	L01S149W00	k	False
Sentence	L01S150	L01	Sentence150	False
Word	L01S150W00	L01S150	lögn	False
Phoneme	L01S150W00P00	L01S150W00	l	False
Phoneme	L01S150W00P01	L01S150W00	ø̞	False
Phoneme	L01S150W00P02	L01S150W00	ŋː	False
Phoneme	L01S150W00P03	L01S150W00	n	False
Sentence	L01S151	L01	Sentence151	False
Word	L01S151W00	L01S151	lök	False
Phoneme	L01S151W00P00	L01S151W00	l	False
Phoneme	L01S151W00P01	L01S151W00	øː	False
Phoneme	L01S151W00P02	L01S151W00	k	False
Sentence	L01S152	L01	Sentence152	False
Word	L01S152W00	L01S152	lömsk	False
Phoneme	L01S152W00P00	L01S152W00	l	False
Phoneme	L01S152W00P01	L01S152W00	ø̞	False
Phoneme	L01S152W00P02	L01S152W00	mː	False
Phoneme	L01S152W00P03	L01S152W00	s	False
Phoneme	L01S152W00P04	L01S152W00	k	False
Sentence	L01S153	L01	Sentence153	False
Word	L01S153W00	L01S153	lön	False
Phoneme	L01S153W00P00	L01S153W00	l	False
Phoneme	L01S153W00P01	L01S153W00	øː	False
Phoneme	L01S153W00P02	L01S153W00	n	False
Sentence	L01S154	L01	Sentence154	False
Word	L01S154W00	L01S154	lönt	False
Phoneme	L01S154W00P00	L01S154W00	l	False
Phoneme	L01S154W00P01	L01S154W00	øː	False
Phoneme	L01S154W00P02	L01S154W00	n	False
Phoneme	L01S154W00P03	L01S154W00	t	False
Sentence	L01S155	L01	Sentence155	False
Word	L01S155W00	L01S155	lös	False
Phoneme	L01S155W00P00	L01S155W00	l	False
Phoneme	L01S155W00P01	L01S155W00	øː	False
Phoneme	L01S155W00P02	L01S155W00	s	False
Sentence	L01S156	L01	Sentence156	False
Word	L01S156W00	L01S156	löss	False
Phoneme	L01S156W00P00	L01S156W00	l	False
Phoneme	L01S156W00P01	L01S156W00	ø̞	False
Phoneme	L01S156W00P02	L01S156W00	sː	False
Sentence	L01S157	L01	Sentence157	False
Word	L01S157W00	L01S157	makt	False
Phoneme	L01S157W00P00	L01S157W00	m	False
Phoneme	L01S157W00P01	L01S157W00	a	False
Phoneme	L01S157W00P02	L01S157W00	kː	False
Phoneme	L01S157W00P03	L01S157W00	t	False
Sentence	L01S158	L01	Sentence158	False
Word	L01S158W00	L01S158	mapp	False
Phoneme	L01S158W00P00	L01S158W00	m	False
Phoneme	L01S158W00P01	L01S158W00	a	False
Phoneme	L01S158W00P02	L01S158W00	pː	False
Sentence	L01S159	L01	Sentence159	False
Word	L01S159W00	L01S159	mil	False
Phoneme	L01S159W00P00	L01S159W00	m	False
Phoneme	L01S159W00P01	L01S159W00	iː	False
Phoneme	L01S159W00P02	L01S159W00	l	False
Sentence	L01S160	L01	Sentence160	False
Word	L01S160W00	L01S160	mjuk	False
Phoneme	L01S160W00P00	L01S160W00	m	False
Phoneme	L01S160W00P01	L01S160W00	ʝ	False
Phoneme	L01S160W00P02	L01S160W00	ʉː	False
Phoneme	L01S160W00P03	L01S160W00	k	False
Sentence	L01S161	L01	Sentence161	False
Word	L01S161W00	L01S161	mjäll	False
Phoneme	L01S161W00P00	L01S161W00	m	False
Phoneme	L01S161W00P01	L01S161W00	ʝ	False
Phoneme	L01S161W00P02	L01S161W00	ɛ̝	False
Phoneme	L01S161W00P03	L01S161W00	lː	False
Sentence	L01S162	L01	Sentence162	False
Word	L01S162W00	L01S162	mjöl	False
Phoneme	L01S162W00P00	L01S162W00	m	False
Phoneme	L01S162W00P01	L01S162W00	ʝ	False
Phoneme	L01S162W00P02	L01S162W00	øː	False
Phoneme	L01S162W00P03	L01S162W00	l	False
Sentence	L01S163	L01	Sentence163	False
Word	L01S163W00	L01S163	mjölk	False
Phoneme	L01S163W00P00	L01S163W00	m	False
Phoneme	L01S163W00P01	L01S163W00	ʝ	False
Phoneme	L01S163W00P02	L01S163W00	ø̞	False
Phoneme	L01S163W00P03	L01S163W00	lː	False
Phoneme	L01S163W00P04	L01S163W00	k	False
Sentence	L01S164	L01	Sentence164	False
Word	L01S164W00	L01S164	moln	False
Phoneme	L01S164W00P00	L01S164W00	m	False
Phoneme	L01S164W00P01	L01S164W00	oː	False
Phoneme	L01S164W00P02	L01S164W00	l	False
Phoneme	L01S164W00P03	L01S164W00	n	False
Sentence	L01S165	L01	Sentence165	False
Word	L01S165W00	L01S165	moms	False
Phoneme	L01S165W00P00	L01S165W00	m	False
Phoneme	L01S165W00P01	L01S165W00	ɔ	False
Phoneme	L01S165W00P02	L01S165W00	mː	False
Phoneme	L01S165W00P03	L01S165W00	s	False
Sentence	L01S166	L01	Sentence166	False
Word	L01S166W00	L01S166	mopp	False
Phoneme	L01S166W00P00	L01S166W00	m	False
Phoneme	L01S166W00P01	L01S166W00	ɔ	False
Phoneme	L01S166W00P02	L01S166W00	pː	False
Sentence	L01S167	L01	Sentence167	False
Word	L01S167W00	L01S167	mudd	False
Phoneme	L01S167W00P00	L01S167W00	m	False
Phoneme	L01S167W00P01	L01S167W00	ɵ	False
Phoneme	L01S167W00P02	L01S167W00	dː	False
Sentence	L01S168	L01	Sentence168	False
Word	L01S168W00	L01S168	mugg	False
Phoneme	L01S168W00P00	L01S168W00	m	False
Phoneme	L01S168W00P01	L01S168W00	ɵ	False
Phoneme	L01S168W00P02	L01S168W00	ɡː	False
Sentence	L01S169	L01	Sentence169	False
Word	L01S169W00	L01S169	mun	False
Phoneme	L01S169W00P00	L01S169W00	m	False
Phoneme	L01S169W00P01	L01S169W00	ɵ	False
Phoneme	L01S169W00P02	L01S169W00	nː	False
Sentence	L01S170	L01	Sentence170	False
Word	L01S170W00	L01S170	mus	False
Phoneme	L01S170W00P00	L01S170W00	m	False
Phoneme	L01S170W00P01	L01S170W00	ʉː	False
Phoneme	L01S170W00P02	L01S170W00	s	False
Sentence	L01S171	L01	Sentence171	False
Word	L01S171W00	L01S171	mygg	False
Phoneme	L01S171W00P00	L01S171W00	m	False
Phoneme	L01S171W00P01	L01S171W00	ʏ	False
Phoneme	L01S171W00P02	L01S171W00	ɡː	False
Sentence	L01S172	L01	Sentence172	False
Word	L01S172W00	L01S172	mynt	False
Phoneme	L01S172W00P00	L01S172W00	m	False
Phoneme	L01S172W00P01	L01S172W00	ʏ	False
Phoneme	L01S172W00P02	L01S172W00	nː	False
Phoneme	L01S172W00P03	L01S172W00	t	False
Sentence	L01S173	L01	Sentence173	False
Word	L01S173W00	L01S173	mån	False
Phoneme	L01S173W00P00	L01S173W00	m	False
Phoneme	L01S173W00P01	L01S173W00	oː	False
Phoneme	L01S173W00P02	L01S173W00	n	False
Sentence	L01S174	L01	Sentence174	False
Word	L01S174W00	L01S174	mås	False
Phoneme	L01S174W00P00	L01S174W00	m	False
Phoneme	L01S174W00P01	L01S174W00	oː	False
Phoneme	L01S174W00P02	L01S174W00	s	False
Sentence	L01S175	L01	Sentence175	False
Word	L01S175W00	L01S175	mängd	False
Phoneme	L01S175W00P00	L01S175W00	m	False
Phoneme	L01S175W00P01	L01S175W00	ɛ̝	False
Phoneme	L01S175W00P02	L01S175W00	ŋː	False
Phoneme	L01S175W00P03	L01S175W00	d	False
Sentence	L01S176	L01	Sentence176	False
Word	L01S176W00	L01S176	märg	False
Phoneme	L01S176W00P00	L01S176W00	m	False
Phoneme	L01S176W00P01	L01S176W00	ɛ̝	False
Phoneme	L01S176W00P02	L01S176W00	rː	False
Phoneme	L01S176W00P03	L01S176W00	ʝ	False
Sentence	L01S177	L01	Sentence177	False
Word	L01S177W00	L01S177	mätt	False
Phoneme	L01S177W00P00	L01S177W00	m	False
Phoneme	L01S177W00P01	L01S177W00	ɛ̝	False
Phoneme	L01S177W00P02	L01S177W00	tː	False
Sentence	L01S178	L01	Sentence178	False
Word	L01S178W00	L01S178	mör	False
Phoneme	L01S178W00P00	L01S178W00	m	False
Phoneme	L01S178W00P01	L01S178W00	øː	False
Phoneme	L01S178W00P02	L01S178W00	r	False
Sentence	L01S179	L01	Sentence179	False
Word	L01S179W00	L01S179	nafs	False
Phoneme	L01S179W00P00	L01S179W00	n	False
Phoneme	L01S179W00P01	L01S179W00	a	False
Phoneme	L01S179W00P02	L01S179W00	fː	False
Phoneme	L01S179W00P03	L01S179W00	s	False
Sentence	L01S180	L01	Sentence180	False
Word	L01S180W00	L01S180	napp	False
Phoneme	L01S180W00P00	L01S180W00	n	False
Phoneme	L01S180W00P01	L01S180W00	a	False
Phoneme	L01S180W00P02	L01S180W00	pː	False
Sentence	L01S181	L01	Sentence181	False
Word	L01S181W00	L01S181	nav	False
Phoneme	L01S181W00P00	L01S181W00	n	False
Phoneme	L01S181W00P01	L01S181W00	ɑː	False
Phoneme	L01S181W00P02	L01S181W00	v	False
Sentence	L01S182	L01	Sentence182	False
Word	L01S182W00	L01S182	nerv	False
Phoneme	L01S182W00P00	L01S182W00	n	False
Phoneme	L01S182W00P01	L01S182W00	ɛ̝	False
Phoneme	L01S182W00P02	L01S182W00	rː	False
Phoneme	L01S182W00P03	L01S182W00	v	False
Sentence	L01S183	L01	Sentence183	False
Word	L01S183W00	L01S183	nisch	False
Phoneme	L01S183W00P00	L01S183W00	n	False
Phoneme	L01S183W00P01	L01S183W00	ɪ	False
Phoneme	L01S183W00P02	L01S183W00	ʂː	False
Sentence	L01S184	L01	Sentence184	False
Word	L01S184W00	L01S184	noll	False
Phoneme	L01S184W00P00	L01S184W00	n	False
Phoneme	L01S184W00P01	L01S184W00	ɔ	False
Phoneme	L01S184W00P02	L01S184W00	lː	False
Sentence	L01S185	L01	Sentence185	False
Word	L01S185W00	L01S185	norm	False
Phoneme	L01S185W00P00	L01S185W00	n	False
Phoneme	L01S185W00P01	L01S185W00	ɔ	False
Phoneme	L01S185W00P02	L01S185W00	rː	False
Phoneme	L01S185W00P03	L01S185W00	m	False
Sentence	L01S186	L01	Sentence186	False
Word	L01S186W00	L01S186	norr	False
Phoneme	L01S186W00P00	L01S186W00	n	False
Phoneme	L01S186W00P01	L01S186W00	ɔ	False
Phoneme	L01S186W00P02	L01S186W00	rː	False
Sentence	L01S187	L01	Sentence187	False
Word	L01S187W00	L01S187	nos	False
Phoneme	L01S187W00P00	L01S187W00	n	False
Phoneme	L01S187W00P01	L01S187W00	uː	False
Phoneme	L01S187W00P02	L01S187W00	s	False
Sentence	L01S188	L01	Sentence188	False
Word	L01S188W00	L01S188	nys	False
Phoneme	L01S188W00P00	L01S188W00	n	False
Phoneme	L01S188W00P01	L01S188W00	yː	False
Phoneme	L01S188W00P02	L01S188W00	s	False
Sentence	L01S189	L01	Sentence189	False
Word	L01S189W00	L01S189	nåd	False
Phoneme	L01S189W00P00	L01S189W00	n	False
Phoneme	L01S189W00P01	L01S189W00	oː	False
Phoneme	L01S189W00P02	L01S189W00	d	False
Sentence	L01S190	L01	Sentence190	False
Word	L01S190W00	L01S190	nål	False
Phoneme	L01S190W00P00	L01S190W00	n	False
Phoneme	L01S190W00P01	L01S190W00	oː	False
Phoneme	L01S190W00P02	L01S190W00	l	False
Sentence	L01S191	L01	Sentence191	False
Word	L01S191W00	L01S191	näbb	False
Phoneme	L01S191W00P00	L01S191W00	n	False
Phoneme	L01S191W00P01	L01S191W00	ɛ̝	False
Phoneme	L01S191W00P02	L01S191W00	bː	False
Sentence	L01S192	L01	Sentence192	False
Word	L01S192W00	L01S192	nämnd	False
Phoneme	L01S192W00P00	L01S192W00	n	False
Phoneme	L01S192W00P01	L01S192W00	ɛ̝	False
Phoneme	L01S192W00P02	L01S192W00	mː	False
Phoneme	L01S192W00P03	L01S192W00	n	False
Phoneme	L01S192W00P04	L01S192W00	d	False
Sentence	L01S193	L01	Sentence193	False
Word	L01S193W00	L01S193	nät	False
Phoneme	L01S193W00P00	L01S193W00	n	False
Phoneme	L01S193W00P01	L01S193W00	ɛː	False
Phoneme	L01S193W00P02	L01S193W00	t	False
Sentence	L01S194	L01	Sentence194	False
Word	L01S194W00	L01S194	nöd	False
Phoneme	L01S194W00P00	L01S194W00	n	False
Phoneme	L01S194W00P01	L01S194W00	øː	False
Phoneme	L01S194W00P02	L01S194W00	d	False
Sentence	L01S195	L01	Sentence195	False
Word	L01S195W00	L01S195	nöt	False
Phoneme	L01S195W00P00	L01S195W00	n	False
Phoneme	L01S195W00P01	L01S195W00	øː	False
Phoneme	L01S195W00P02	L01S195W00	t	False
Sentence	L01S196	L01	Sentence196	False
Word	L01S196W00	L01S196	nött	False
Phoneme	L01S196W00P00	L01S196W00	n	False
Phoneme	L01S196W00P01	L01S196W00	ø̞	False
Phoneme	L01S196W00P02	L01S196W00	tː	False
Sentence	L01S197	L01	Sentence197	False
Word	L01S197W00	L01S197	ond	False
Phoneme	L01S197W00P00	L01S197W00	ʊ	False
Phoneme	L01S197W00P01	L01S197W00	nː	False
Phoneme	L01S197W00P02	L01S197W00	d	False
Sentence	L01S198	L01	Sentence198	False
Word	L01S198W00	L01S198	ork	False
Phoneme	L01S198W00P00	L01S198W00	ɔ	False
Phoneme	L01S198W00P01	L01S198W00	rː	False
Phoneme	L01S198W00P02	L01S198W00	k	False

List	L02	SwedishPB23	Inspelningslista 3	False
Sentence	L02S00	L02	Sentence00	False
Word	L02S00W00	L02S00	orm	False
Phoneme	L02S00W00P00	L02S00W00	ʊ	False
Phoneme	L02S00W00P01	L02S00W00	rː	False
Phoneme	L02S00W00P02	L02S00W00	m	False
Sentence	L02S01	L02	Sentence01	False
Word	L02S01W00	L02S01	ort	False
Phoneme	L02S01W00P00	L02S01W00	ʊ	False
Phoneme	L02S01W00P01	L02S01W00	ʈː	False
Sentence	L02S02	L02	Sentence02	False
Word	L02S02W00	L02S02	ost	False
Phoneme	L02S02W00P00	L02S02W00	ʊ	False
Phoneme	L02S02W00P01	L02S02W00	sː	False
Phoneme	L02S02W00P02	L02S02W00	t	False
Sentence	L02S03	L02	Sentence03	False
