// Setup
SequentiallyOrderedLists = True
SequentiallyOrderedSentences = True
SequentiallyOrderedWords = True
SequentiallyOrderedPhonemes = True
PresetLevel = ListCollection

// Components
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent

ListCollection	SwedishPB23		SwedishPB23	False
Word	L03S14W00	L03S14	språng	False
Phoneme	L03S14W00P00	L03S14W00	s	False
Phoneme	L03S14W00P01	L03S14W00	p	False
Phoneme	L03S14W00P02	L03S14W00	r	False
Phoneme	L03S14W00P03	L03S14W00	ɔ	False
Phoneme	L03S14W00P04	L03S14W00	ŋː	False
Sentence	L03S15	L03	Sentence15	False
Word	L03S15W00	L03S15	sprängd	False
Phoneme	L03S15W00P00	L03S15W00	s	False
Phoneme	L03S15W00P01	L03S15W00	p	False
Phoneme	L03S15W00P02	L03S15W00	r	False
Phoneme	L03S15W00P03	L03S15W00	ɛ̝	False
Phoneme	L03S15W00P04	L03S15W00	ŋː	False
Phoneme	L03S15W00P05	L03S15W00	d	False
Sentence	L03S16	L03	Sentence16	False
Word	L03S16W00	L03S16	sprätt	False
Phoneme	L03S16W00P00	L03S16W00	s	False
Phoneme	L03S16W00P01	L03S16W00	p	False
Phoneme	L03S16W00P02	L03S16W00	r	False
Phoneme	L03S16W00P03	L03S16W00	ɛ̝	False
Phoneme	L03S16W00P04	L03S16W00	tː	False
Sentence	L03S17	L03	Sentence17	False
Word	L03S17W00	L03S17	spröd	False
Phoneme	L03S17W00P00	L03S17W00	s	False
Phoneme	L03S17W00P01	L03S17W00	p	False
Phoneme	L03S17W00P02	L03S17W00	r	False
Phoneme	L03S17W00P03	L03S17W00	øː	False
Phoneme	L03S17W00P04	L03S17W00	d	False
Sentence	L03S18	L03	Sentence18	False
Word	L03S18W00	L03S18	spröjs	False
Phoneme	L03S18W00P00	L03S18W00	s	False
Phoneme	L03S18W00P01	L03S18W00	p	False
Phoneme	L03S18W00P02	L03S18W00	r	False
Phoneme	L03S18W00P03	L03S18W00	ø̞	False
Phoneme	L03S18W00P04	L03S18W00	ʝː	False
Phoneme	L03S18W00P05	L03S18W00	s	False
Sentence	L03S19	L03	Sentence19	False
Word	L03S19W00	L03S19	spröt	False
Phoneme	L03S19W00P00	L03S19W00	s	False
Phoneme	L03S19W00P01	L03S19W00	p	False
Phoneme	L03S19W00P02	L03S19W00	r	False
Phoneme	L03S19W00P03	L03S19W00	øː	False
Phoneme	L03S19W00P04	L03S19W00	t	False
Sentence	L03S20	L03	Sentence20	False
Word	L03S20W00	L03S20	spurt	False
Phoneme	L03S20W00P00	L03S20W00	s	False
Phoneme	L03S20W00P01	L03S20W00	p	False
Phoneme	L03S20W00P02	L03S20W00	ɵ	False
Phoneme	L03S20W00P03	L03S20W00	ʈː	False
Sentence	L03S21	L03	Sentence21	False
Word	L03S21W00	L03S21	spå	False
Phoneme	L03S21W00P00	L03S21W00	s	False
Phoneme	L03S21W00P01	L03S21W00	p	False
Phoneme	L03S21W00P02	L03S21W00	oː	False
Sentence	L03S22	L03	Sentence22	False
Word	L03S22W00	L03S22	spån	False
Phoneme	L03S22W00P00	L03S22W00	s	False
Phoneme	L03S22W00P01	L03S22W00	p	False
Phoneme	L03S22W00P02	L03S22W00	oː	False
Phoneme	L03S22W00P03	L03S22W00	n	False
Sentence	L03S23	L03	Sentence23	False
Word	L03S23W00	L03S23	spår	False
Phoneme	L03S23W00P00	L03S23W00	s	False
Phoneme	L03S23W00P01	L03S23W00	p	False
Phoneme	L03S23W00P02	L03S23W00	oː	False
Phoneme	L03S23W00P03	L03S23W00	r	False
Sentence	L03S24	L03	Sentence24	False
Word	L03S24W00	L03S24	spänd	False
Phoneme	L03S24W00P00	L03S24W00	s	False
Phoneme	L03S24W00P01	L03S24W00	p	False
Phoneme	L03S24W00P02	L03S24W00	ɛ̝	False
Phoneme	L03S24W00P03	L03S24W00	nː	False
Phoneme	L03S24W00P04	L03S24W00	d	False
Sentence	L03S25	L03	Sentence25	False
Word	L03S25W00	L03S25	spänn	False
Phoneme	L03S25W00P00	L03S25W00	s	False
Phoneme	L03S25W00P01	L03S25W00	p	False
Phoneme	L03S25W00P02	L03S25W00	ɛ̝	False
Phoneme	L03S25W00P03	L03S25W00	nː	False
Sentence	L03S26	L03	Sentence26	False
Word	L03S26W00	L03S26	spänst	False
Phoneme	L03S26W00P00	L03S26W00	s	False
Phoneme	L03S26W00P01	L03S26W00	p	False
Phoneme	L03S26W00P02	L03S26W00	ɛ̝	False
Phoneme	L03S26W00P03	L03S26W00	nː	False
Phoneme	L03S26W00P04	L03S26W00	s	False
Phoneme	L03S26W00P05	L03S26W00	t	False
Sentence	L03S27	L03	Sentence27	False
Word	L03S27W00	L03S27	spärr	False
Phoneme	L03S27W00P00	L03S27W00	s	False
Phoneme	L03S27W00P01	L03S27W00	p	False
Phoneme	L03S27W00P02	L03S27W00	ɛ̝	False
Phoneme	L03S27W00P03	L03S27W00	rː	False
Sentence	L03S28	L03	Sentence28	False
Word	L03S28W00	L03S28	stab	False
Phoneme	L03S28W00P00	L03S28W00	s	False
Phoneme	L03S28W00P01	L03S28W00	t	False
Phoneme	L03S28W00P02	L03S28W00	ɑː	False
Phoneme	L03S28W00P03	L03S28W00	b	False
Sentence	L03S29	L03	Sentence29	False
Word	L03S29W00	L03S29	stad	False
Phoneme	L03S29W00P00	L03S29W00	s	False
Phoneme	L03S29W00P01	L03S29W00	t	False
Phoneme	L03S29W00P02	L03S29W00	ɑː	False
Phoneme	L03S29W00P03	L03S29W00	d	False
Sentence	L03S30	L03	Sentence30	False
Word	L03S30W00	L03S30	stank	False
Phoneme	L03S30W00P00	L03S30W00	s	False
Phoneme	L03S30W00P01	L03S30W00	t	False
Phoneme	L03S30W00P02	L03S30W00	a	False
Phoneme	L03S30W00P03	L03S30W00	ŋː	False
Phoneme	L03S30W00P04	L03S30W00	k	False
Sentence	L03S31	L03	Sentence31	False
Word	L03S31W00	L03S31	start	False
Phoneme	L03S31W00P00	L03S31W00	s	False
Phoneme	L03S31W00P01	L03S31W00	t	False
Phoneme	L03S31W00P02	L03S31W00	ɑː	False
Phoneme	L03S31W00P03	L03S31W00	ʈ	False
Sentence	L03S32	L03	Sentence32	False
Word	L03S32W00	L03S32	stat	False
Phoneme	L03S32W00P00	L03S32W00	s	False
Phoneme	L03S32W00P01	L03S32W00	t	False
Phoneme	L03S32W00P02	L03S32W00	ɑː	False
Phoneme	L03S32W00P03	L03S32W00	t	False
Sentence	L03S33	L03	Sentence33	False
Word	L03S33W00	L03S33	stel	False
Phoneme	L03S33W00P00	L03S33W00	s	False
Phoneme	L03S33W00P01	L03S33W00	t	False
Phoneme	L03S33W00P02	L03S33W00	eː	False
Phoneme	L03S33W00P03	L03S33W00	l	False
Sentence	L03S34	L03	Sentence34	False
Word	L03S34W00	L03S34	stift	False
Phoneme	L03S34W00P00	L03S34W00	s	False
Phoneme	L03S34W00P01	L03S34W00	t	False
Phoneme	L03S34W00P02	L03S34W00	ɪ	False
Phoneme	L03S34W00P03	L03S34W00	fː	False
Phoneme	L03S34W00P04	L03S34W00	t	False
Sentence	L03S35	L03	Sentence35	False
Word	L03S35W00	L03S35	still	False
Phoneme	L03S35W00P00	L03S35W00	s	False
Phoneme	L03S35W00P01	L03S35W00	t	False
Phoneme	L03S35W00P02	L03S35W00	ɪ	False
Phoneme	L03S35W00P03	L03S35W00	lː	False
Sentence	L03S36	L03	Sentence36	False
Word	L03S36W00	L03S36	stjälk	False
Phoneme	L03S36W00P00	L03S36W00	ɧ	False
Phoneme	L03S36W00P01	L03S36W00	ɛ̝	False
Phoneme	L03S36W00P02	L03S36W00	lː	False
Phoneme	L03S36W00P03	L03S36W00	k	False
Sentence	L03S37	L03	Sentence37	False
Word	L03S37W00	L03S37	stock	False
Phoneme	L03S37W00P00	L03S37W00	s	False
Phoneme	L03S37W00P01	L03S37W00	t	False
Phoneme	L03S37W00P02	L03S37W00	ɔ	False
Phoneme	L03S37W00P03	L03S37W00	kː	False
Sentence	L03S38	L03	Sentence38	False
Word	L03S38W00	L03S38	stoft	False
Phoneme	L03S38W00P00	L03S38W00	s	False
Phoneme	L03S38W00P01	L03S38W00	t	False
Phoneme	L03S38W00P02	L03S38W00	ɔ	False
Phoneme	L03S38W00P03	L03S38W00	fː	False
Phoneme	L03S38W00P04	L03S38W00	t	False
Sentence	L03S39	L03	Sentence39	False
Word	L03S39W00	L03S39	stol	False
Phoneme	L03S39W00P00	L03S39W00	s	False
Phoneme	L03S39W00P01	L03S39W00	t	False
Phoneme	L03S39W00P02	L03S39W00	uː	False
Phoneme	L03S39W00P03	L03S39W00	l	False
Sentence	L03S40	L03	Sentence40	False
Word	L03S40W00	L03S40	stopp	False
Phoneme	L03S40W00P00	L03S40W00	s	False
Phoneme	L03S40W00P01	L03S40W00	t	False
Phoneme	L03S40W00P02	L03S40W00	ɔ	False
Phoneme	L03S40W00P03	L03S40W00	pː	False
Sentence	L03S41	L03	Sentence41	False
Word	L03S41W00	L03S41	straff	False
Phoneme	L03S41W00P00	L03S41W00	s	False
Phoneme	L03S41W00P01	L03S41W00	t	False
Phoneme	L03S41W00P02	L03S41W00	r	False
Phoneme	L03S41W00P03	L03S41W00	a	False
Phoneme	L03S41W00P04	L03S41W00	fː	False
Sentence	L03S42	L03	Sentence42	False
Word	L03S42W00	L03S42	stram	False
Phoneme	L03S42W00P00	L03S42W00	s	False
Phoneme	L03S42W00P01	L03S42W00	t	False
Phoneme	L03S42W00P02	L03S42W00	r	False
Phoneme	L03S42W00P03	L03S42W00	ɑː	False
Phoneme	L03S42W00P04	L03S42W00	m	False
Sentence	L03S43	L03	Sentence43	False
Word	L03S43W00	L03S43	stress	False
Phoneme	L03S43W00P00	L03S43W00	s	False
Phoneme	L03S43W00P01	L03S43W00	t	False
Phoneme	L03S43W00P02	L03S43W00	r	False
Phoneme	L03S43W00P03	L03S43W00	ɛ̝	False
Phoneme	L03S43W00P04	L03S43W00	sː	False
Sentence	L03S44	L03	Sentence44	False
Word	L03S44W00	L03S44	strikt	False
Phoneme	L03S44W00P00	L03S44W00	s	False
Phoneme	L03S44W00P01	L03S44W00	t	False
Phoneme	L03S44W00P02	L03S44W00	r	False
Phoneme	L03S44W00P03	L03S44W00	ɪ	False
Phoneme	L03S44W00P04	L03S44W00	kː	False
Phoneme	L03S44W00P05	L03S44W00	t	False
Sentence	L03S45	L03	Sentence45	False
Word	L03S45W00	L03S45	strof	False
Phoneme	L03S45W00P00	L03S45W00	s	False
Phoneme	L03S45W00P01	L03S45W00	t	False
Phoneme	L03S45W00P02	L03S45W00	r	False
Phoneme	L03S45W00P03	L03S45W00	oː	False
Phoneme	L03S45W00P04	L03S45W00	f	False
Sentence	L03S46	L03	Sentence46	False
Word	L03S46W00	L03S46	strul	False
Phoneme	L03S46W00P00	L03S46W00	s	False
Phoneme	L03S46W00P01	L03S46W00	t	False
Phoneme	L03S46W00P02	L03S46W00	r	False
Phoneme	L03S46W00P03	L03S46W00	ʉː	False
Phoneme	L03S46W00P04	L03S46W00	l	False
Sentence	L03S47	L03	Sentence47	False
Word	L03S47W00	L03S47	strunt	False
Phoneme	L03S47W00P00	L03S47W00	s	False
Phoneme	L03S47W00P01	L03S47W00	t	False
Phoneme	L03S47W00P02	L03S47W00	r	False
Phoneme	L03S47W00P03	L03S47W00	ɵ	False
Phoneme	L03S47W00P04	L03S47W00	nː	False
Phoneme	L03S47W00P05	L03S47W00	t	False
Sentence	L03S48	L03	Sentence48	False
Word	L03S48W00	L03S48	strut	False
Phoneme	L03S48W00P00	L03S48W00	s	False
Phoneme	L03S48W00P01	L03S48W00	t	False
Phoneme	L03S48W00P02	L03S48W00	r	False
Phoneme	L03S48W00P03	L03S48W00	ʉː	False
Phoneme	L03S48W00P04	L03S48W00	t	False
Sentence	L03S49	L03	Sentence49	False
Word	L03S49W00	L03S49	stryk	False
Phoneme	L03S49W00P00	L03S49W00	s	False
Phoneme	L03S49W00P01	L03S49W00	t	False
Phoneme	L03S49W00P02	L03S49W00	r	False
Phoneme	L03S49W00P03	L03S49W00	yː	False
Phoneme	L03S49W00P04	L03S49W00	k	False
Sentence	L03S50	L03	Sentence50	False
Word	L03S50W00	L03S50	strå	False
Phoneme	L03S50W00P00	L03S50W00	s	False
Phoneme	L03S50W00P01	L03S50W00	t	False
Phoneme	L03S50W00P02	L03S50W00	r	False
Phoneme	L03S50W00P03	L03S50W00	oː	False
Sentence	L03S51	L03	Sentence51	False
Word	L03S51W00	L03S51	stråk	False
Phoneme	L03S51W00P00	L03S51W00	s	False
Phoneme	L03S51W00P01	L03S51W00	t	False
Phoneme	L03S51W00P02	L03S51W00	r	False
Phoneme	L03S51W00P03	L03S51W00	oː	False
Phoneme	L03S51W00P04	L03S51W00	k	False
Sentence	L03S52	L03	Sentence52	False
Word	L03S52W00	L03S52	sträv	False
Phoneme	L03S52W00P00	L03S52W00	s	False
Phoneme	L03S52W00P01	L03S52W00	t	False
Phoneme	L03S52W00P02	L03S52W00	r	False
Phoneme	L03S52W00P03	L03S52W00	ɛː	False
Phoneme	L03S52W00P04	L03S52W00	v	False
Sentence	L03S53	L03	Sentence53	False
Word	L03S53W00	L03S53	studs	False
Phoneme	L03S53W00P00	L03S53W00	s	False
Phoneme	L03S53W00P01	L03S53W00	t	False
Phoneme	L03S53W00P02	L03S53W00	ɵ	False
Phoneme	L03S53W00P03	L03S53W00	dː	False
Phoneme	L03S53W00P04	L03S53W00	s	False
Sentence	L03S54	L03	Sentence54	False
Word	L03S54W00	L03S54	stum	False
Phoneme	L03S54W00P00	L03S54W00	s	False
Phoneme	L03S54W00P01	L03S54W00	t	False
Phoneme	L03S54W00P02	L03S54W00	ɵ	False
Phoneme	L03S54W00P03	L03S54W00	mː	False
Sentence	L03S55	L03	Sentence55	False
Word	L03S55W00	L03S55	stump	False
Phoneme	L03S55W00P00	L03S55W00	s	False
Phoneme	L03S55W00P01	L03S55W00	t	False
Phoneme	L03S55W00P02	L03S55W00	ɵ	False
Phoneme	L03S55W00P03	L03S55W00	mː	False
Phoneme	L03S55W00P04	L03S55W00	p	False
Sentence	L03S56	L03	Sentence56	False
Word	L03S56W00	L03S56	stuns	False
Phoneme	L03S56W00P00	L03S56W00	s	False
Phoneme	L03S56W00P01	L03S56W00	t	False
Phoneme	L03S56W00P02	L03S56W00	ɵ	False
Phoneme	L03S56W00P03	L03S56W00	nː	False
Phoneme	L03S56W00P04	L03S56W00	s	False
Sentence	L03S57	L03	Sentence57	False
Word	L03S57W00	L03S57	stup	False
Phoneme	L03S57W00P00	L03S57W00	s	False
Phoneme	L03S57W00P01	L03S57W00	t	False
Phoneme	L03S57W00P02	L03S57W00	ʉː	False
Phoneme	L03S57W00P03	L03S57W00	p	False
Sentence	L03S58	L03	Sentence58	False
Word	L03S58W00	L03S58	stygg	False
Phoneme	L03S58W00P00	L03S58W00	s	False
Phoneme	L03S58W00P01	L03S58W00	t	False
Phoneme	L03S58W00P02	L03S58W00	ʏ	False
Phoneme	L03S58W00P03	L03S58W00	ɡː	False
Sentence	L03S59	L03	Sentence59	False
Word	L03S59W00	L03S59	stygn	False
Phoneme	L03S59W00P00	L03S59W00	s	False
Phoneme	L03S59W00P01	L03S59W00	t	False
Phoneme	L03S59W00P02	L03S59W00	ʏ	False
Phoneme	L03S59W00P03	L03S59W00	ŋː	False
Phoneme	L03S59W00P04	L03S59W00	n	False
Sentence	L03S60	L03	Sentence60	False
Word	L03S60W00	L03S60	styr	False
Phoneme	L03S60W00P00	L03S60W00	s	False
Phoneme	L03S60W00P01	L03S60W00	t	False
Phoneme	L03S60W00P02	L03S60W00	yː	False
Phoneme	L03S60W00P03	L03S60W00	r	False
Sentence	L03S61	L03	Sentence61	False
Word	L03S61W00	L03S61	styvt	False
Phoneme	L03S61W00P00	L03S61W00	s	False
Phoneme	L03S61W00P01	L03S61W00	t	False
Phoneme	L03S61W00P02	L03S61W00	yː	False
Phoneme	L03S61W00P03	L03S61W00	v	False
Phoneme	L03S61W00P04	L03S61W00	t	False
Sentence	L03S62	L03	Sentence62	False
Word	L03S62W00	L03S62	stång	False
Phoneme	L03S62W00P00	L03S62W00	s	False
Phoneme	L03S62W00P01	L03S62W00	t	False
Phoneme	L03S62W00P02	L03S62W00	ɔ	False
Phoneme	L03S62W00P03	L03S62W00	ŋː	False
Sentence	L03S63	L03	Sentence63	False
Word	L03S63W00	L03S63	städ	False
Phoneme	L03S63W00P00	L03S63W00	s	False
Phoneme	L03S63W00P01	L03S63W00	t	False
Phoneme	L03S63W00P02	L03S63W00	ɛː	False
Phoneme	L03S63W00P03	L03S63W00	d	False
Sentence	L03S64	L03	Sentence64	False
Word	L03S64W00	L03S64	ställd	False
Phoneme	L03S64W00P00	L03S64W00	s	False
Phoneme	L03S64W00P01	L03S64W00	t	False
Phoneme	L03S64W00P02	L03S64W00	ɛ̝	False
Phoneme	L03S64W00P03	L03S64W00	lː	False
Phoneme	L03S64W00P04	L03S64W00	d	False
Sentence	L03S65	L03	Sentence65	False
Word	L03S65W00	L03S65	stängd	False
Phoneme	L03S65W00P00	L03S65W00	s	False
Phoneme	L03S65W00P01	L03S65W00	t	False
Phoneme	L03S65W00P02	L03S65W00	ɛ̝	False
Phoneme	L03S65W00P03	L03S65W00	ŋː	False
Phoneme	L03S65W00P04	L03S65W00	d	False
Sentence	L03S66	L03	Sentence66	False
Word	L03S66W00	L03S66	stänk	False
Phoneme	L03S66W00P00	L03S66W00	s	False
Phoneme	L03S66W00P01	L03S66W00	t	False
Phoneme	L03S66W00P02	L03S66W00	ɛ̝	False
Phoneme	L03S66W00P03	L03S66W00	ŋː	False
Phoneme	L03S66W00P04	L03S66W00	k	False
Sentence	L03S67	L03	Sentence67	False
Word	L03S67W00	L03S67	stöd	False
Phoneme	L03S67W00P00	L03S67W00	s	False
Phoneme	L03S67W00P01	L03S67W00	t	False
Phoneme	L03S67W00P02	L03S67W00	øː	False
Phoneme	L03S67W00P03	L03S67W00	d	False
Sentence	L03S68	L03	Sentence68	False
Word	L03S68W00	L03S68	stök	False
Phoneme	L03S68W00P00	L03S68W00	s	False
Phoneme	L03S68W00P01	L03S68W00	t	False
Phoneme	L03S68W00P02	L03S68W00	øː	False
Phoneme	L03S68W00P03	L03S68W00	k	False
Sentence	L03S69	L03	Sentence69	False
Word	L03S69W00	L03S69	stöld	False
Phoneme	L03S69W00P00	L03S69W00	s	False
Phoneme	L03S69W00P01	L03S69W00	t	False
Phoneme	L03S69W00P02	L03S69W00	ø̞	False
Phoneme	L03S69W00P03	L03S69W00	lː	False
Phoneme	L03S69W00P04	L03S69W00	d	False
Sentence	L03S70	L03	Sentence70	False
Word	L03S70W00	L03S70	stör	False
Phoneme	L03S70W00P00	L03S70W00	s	False
Phoneme	L03S70W00P01	L03S70W00	t	False
Phoneme	L03S70W00P02	L03S70W00	øː	False
Phoneme	L03S70W00P03	L03S70W00	r	False
Sentence	L03S71	L03	Sentence71	False
Word	L03S71W00	L03S71	stött	False
Phoneme	L03S71W00P00	L03S71W00	s	False
Phoneme	L03S71W00P01	L03S71W00	t	False
Phoneme	L03S71W00P02	L03S71W00	ø̞	False
Phoneme	L03S71W00P03	L03S71W00	tː	False
Sentence	L03S72	L03	Sentence72	False
Word	L03S72W00	L03S72	sudd	False
Phoneme	L03S72W00P00	L03S72W00	s	False
Phoneme	L03S72W00P01	L03S72W00	ɵ	False
Phoneme	L03S72W00P02	L03S72W00	dː	False
Sentence	L03S73	L03	Sentence73	False
Word	L03S73W00	L03S73	sug	False
Phoneme	L03S73W00P00	L03S73W00	s	False
Phoneme	L03S73W00P01	L03S73W00	ʉː	False
Phoneme	L03S73W00P02	L03S73W00	ɡ	False
Sentence	L03S74	L03	Sentence74	False
Word	L03S74W00	L03S74	sump	False
Phoneme	L03S74W00P00	L03S74W00	s	False
Phoneme	L03S74W00P01	L03S74W00	ɵ	False
Phoneme	L03S74W00P02	L03S74W00	mː	False
Phoneme	L03S74W00P03	L03S74W00	p	False
Sentence	L03S75	L03	Sentence75	False
Word	L03S75W00	L03S75	surr	False
Phoneme	L03S75W00P00	L03S75W00	s	False
Phoneme	L03S75W00P01	L03S75W00	ɵ	False
Phoneme	L03S75W00P02	L03S75W00	rː	False
Sentence	L03S76	L03	Sentence76	False
Word	L03S76W00	L03S76	svag	False
Phoneme	L03S76W00P00	L03S76W00	s	False
Phoneme	L03S76W00P01	L03S76W00	v	False
Phoneme	L03S76W00P02	L03S76W00	ɑː	False
Phoneme	L03S76W00P03	L03S76W00	ɡ	False
Sentence	L03S77	L03	Sentence77	False
Word	L03S77W00	L03S77	svaj	False
Phoneme	L03S77W00P00	L03S77W00	s	False
Phoneme	L03S77W00P01	L03S77W00	v	False
Phoneme	L03S77W00P02	L03S77W00	a	False
Phoneme	L03S77W00P03	L03S77W00	ʝː	False
Sentence	L03S78	L03	Sentence78	False
Word	L03S78W00	L03S78	sval	False
Phoneme	L03S78W00P00	L03S78W00	s	False
Phoneme	L03S78W00P01	L03S78W00	v	False
Phoneme	L03S78W00P02	L03S78W00	ɑː	False
Phoneme	L03S78W00P03	L03S78W00	l	False
Sentence	L03S79	L03	Sentence79	False
Word	L03S79W00	L03S79	svalg	False
Phoneme	L03S79W00P00	L03S79W00	s	False
Phoneme	L03S79W00P01	L03S79W00	v	False
Phoneme	L03S79W00P02	L03S79W00	a	False
Phoneme	L03S79W00P03	L03S79W00	lː	False
Phoneme	L03S79W00P04	L03S79W00	ʝ	False
Sentence	L03S80	L03	Sentence80	False
Word	L03S80W00	L03S80	svall	False
Phoneme	L03S80W00P00	L03S80W00	s	False
Phoneme	L03S80W00P01	L03S80W00	v	False
Phoneme	L03S80W00P02	L03S80W00	a	False
Phoneme	L03S80W00P03	L03S80W00	lː	False
Sentence	L03S81	L03	Sentence81	False
Word	L03S81W00	L03S81	svamp	False
Phoneme	L03S81W00P00	L03S81W00	s	False
Phoneme	L03S81W00P01	L03S81W00	v	False
Phoneme	L03S81W00P02	L03S81W00	a	False
Phoneme	L03S81W00P03	L03S81W00	mː	False
Phoneme	L03S81W00P04	L03S81W00	p	False
Sentence	L03S82	L03	Sentence82	False
Word	L03S82W00	L03S82	svank	False
Phoneme	L03S82W00P00	L03S82W00	s	False
Phoneme	L03S82W00P01	L03S82W00	v	False
Phoneme	L03S82W00P02	L03S82W00	a	False
Phoneme	L03S82W00P03	L03S82W00	ŋː	False
Phoneme	L03S82W00P04	L03S82W00	k	False
Sentence	L03S83	L03	Sentence83	False
Word	L03S83W00	L03S83	svek	False
Phoneme	L03S83W00P00	L03S83W00	s	False
Phoneme	L03S83W00P01	L03S83W00	v	False
Phoneme	L03S83W00P02	L03S83W00	eː	False
Phoneme	L03S83W00P03	L03S83W00	k	False
Sentence	L03S84	L03	Sentence84	False
Word	L03S84W00	L03S84	svep	False
Phoneme	L03S84W00P00	L03S84W00	s	False
Phoneme	L03S84W00P01	L03S84W00	v	False
Phoneme	L03S84W00P02	L03S84W00	eː	False
Phoneme	L03S84W00P03	L03S84W00	p	False
Sentence	L03S85	L03	Sentence85	False
Word	L03S85W00	L03S85	svett	False
Phoneme	L03S85W00P00	L03S85W00	s	False
Phoneme	L03S85W00P01	L03S85W00	v	False
Phoneme	L03S85W00P02	L03S85W00	ɛ̝	False
Phoneme	L03S85W00P03	L03S85W00	tː	False
Sentence	L03S86	L03	Sentence86	False
Word	L03S86W00	L03S86	svikt	False
Phoneme	L03S86W00P00	L03S86W00	s	False
Phoneme	L03S86W00P01	L03S86W00	v	False
Phoneme	L03S86W00P02	L03S86W00	ɪ	False
Phoneme	L03S86W00P03	L03S86W00	kː	False
Phoneme	L03S86W00P04	L03S86W00	t	False
Sentence	L03S87	L03	Sentence87	False
Word	L03S87W00	L03S87	svinn	False
Phoneme	L03S87W00P00	L03S87W00	s	False
Phoneme	L03S87W00P01	L03S87W00	v	False
Phoneme	L03S87W00P02	L03S87W00	ɪ	False
Phoneme	L03S87W00P03	L03S87W00	nː	False
Sentence	L03S88	L03	Sentence88	False
Word	L03S88W00	L03S88	svit	False
Phoneme	L03S88W00P00	L03S88W00	s	False
Phoneme	L03S88W00P01	L03S88W00	v	False
Phoneme	L03S88W00P02	L03S88W00	iː	False
Phoneme	L03S88W00P03	L03S88W00	t	False
Sentence	L03S89	L03	Sentence89	False
Word	L03S89W00	L03S89	svulst	False
Phoneme	L03S89W00P00	L03S89W00	s	False
Phoneme	L03S89W00P01	L03S89W00	v	False
Phoneme	L03S89W00P02	L03S89W00	ɵ	False
Phoneme	L03S89W00P03	L03S89W00	lː	False
Phoneme	L03S89W00P04	L03S89W00	s	False
Phoneme	L03S89W00P05	L03S89W00	t	False
Sentence	L03S90	L03	Sentence90	False
Word	L03S90W00	L03S90	svål	False
Phoneme	L03S90W00P00	L03S90W00	s	False
Phoneme	L03S90W00P01	L03S90W00	v	False
Phoneme	L03S90W00P02	L03S90W00	oː	False
Phoneme	L03S90W00P03	L03S90W00	l	False
Sentence	L03S91	L03	Sentence91	False
Word	L03S91W00	L03S91	svår	False
Phoneme	L03S91W00P00	L03S91W00	s	False
Phoneme	L03S91W00P01	L03S91W00	v	False
Phoneme	L03S91W00P02	L03S91W00	oː	False
Phoneme	L03S91W00P03	L03S91W00	r	False
Sentence	L03S92	L03	Sentence92	False
Word	L03S92W00	L03S92	svärm	False
Phoneme	L03S92W00P00	L03S92W00	s	False
Phoneme	L03S92W00P01	L03S92W00	v	False
Phoneme	L03S92W00P02	L03S92W00	ɛ̝	False
Phoneme	L03S92W00P03	L03S92W00	rː	False
Phoneme	L03S92W00P04	L03S92W00	m	False
Sentence	L03S93	L03	Sentence93	False
Word	L03S93W00	L03S93	sy	False
Phoneme	L03S93W00P00	L03S93W00	s	False
Phoneme	L03S93W00P01	L03S93W00	yː	False
Sentence	L03S94	L03	Sentence94	False
Word	L03S94W00	L03S94	syl	False
Phoneme	L03S94W00P00	L03S94W00	s	False
Phoneme	L03S94W00P01	L03S94W00	yː	False
Phoneme	L03S94W00P02	L03S94W00	l	False
Sentence	L03S95	L03	Sentence95	False
Word	L03S95W00	L03S95	sylt	False
Phoneme	L03S95W00P00	L03S95W00	s	False
Phoneme	L03S95W00P01	L03S95W00	ʏ	False
Phoneme	L03S95W00P02	L03S95W00	lː	False
Phoneme	L03S95W00P03	L03S95W00	t	False
Sentence	L03S96	L03	Sentence96	False
Word	L03S96W00	L03S96	syn	False
Phoneme	L03S96W00P00	L03S96W00	s	False
Phoneme	L03S96W00P01	L03S96W00	yː	False
Phoneme	L03S96W00P02	L03S96W00	n	False
Sentence	L03S97	L03	Sentence97	False
Word	L03S97W00	L03S97	synsk	False
Phoneme	L03S97W00P00	L03S97W00	s	False
Phoneme	L03S97W00P01	L03S97W00	yː	False
Phoneme	L03S97W00P02	L03S97W00	n	False
Phoneme	L03S97W00P03	L03S97W00	s	False
Phoneme	L03S97W00P04	L03S97W00	k	False
Sentence	L03S98	L03	Sentence98	False
Word	L03S98W00	L03S98	sång	False
Phoneme	L03S98W00P00	L03S98W00	s	False
Phoneme	L03S98W00P01	L03S98W00	ɔ	False
Phoneme	L03S98W00P02	L03S98W00	ŋː	False
Sentence	L03S99	L03	Sentence99	False
Word	L03S99W00	L03S99	sår	False
Phoneme	L03S99W00P00	L03S99W00	s	False
Phoneme	L03S99W00P01	L03S99W00	oː	False
Phoneme	L03S99W00P02	L03S99W00	r	False
Sentence	L03S100	L03	Sentence100	False
Word	L03S100W00	L03S100	sås	False
Phoneme	L03S100W00P00	L03S100W00	s	False
Phoneme	L03S100W00P01	L03S100W00	oː	False
Phoneme	L03S100W00P02	L03S100W00	s	False
Sentence	L03S101	L03	Sentence101	False
Word	L03S101W00	L03S101	säck	False
